content,is_spam
Laughing My ****ing Ass Off!!!﻿,0
I love this song so much﻿,0
I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),1
Check out this video on YouTube:﻿,1
https://www.facebook.com/pages/Nailey-nicool/629410220489046?ref=hl like  mee﻿,1
I like you . Katy Perry 600▲60▲6▲﻿,0
"so crazy, over 2 billion views, not US, not Uk, its Korea republic, its  asia﻿",0
i am a big fan of you and i love you﻿,0
love this song﻿,0
I wish that guy wasn&#39;t so protective geeze﻿,0
Take a look at this video on YouTube:﻿,1
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :)",1
I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,0
Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,1
Subscribe me please﻿,1
Good video﻿,0
Check out this video on YouTube:﻿,1
"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿",0
"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",0
"I want to see Shakira, not football :)",0
Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,1
amazing song﻿,0
SubScribe me pls EMİNEM FANS,1
The boyfriend was Charlie from the TV show LOST ﻿,0
"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",1
go check out our video﻿,1
epic﻿,0
No long paragraph just check out my song called &quot;Fire&quot;.,1
"great song, but we all know that Katy buys her views..﻿",0
Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,0
Awesome ﻿,0
😼👍😏 Like This Comment 😏👍😼﻿,1
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0
The Guy in the yellow suit kinda looks like Jae-suk ﻿,0
The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1
OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,0
I love the way you lie﻿,0
Hi. Check out and share our songs.,1
Subscribe to My CHANNEL﻿,1
Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿,0
Check out this playlist on YouTube:﻿,1
Why does a song like this have more views than Michael Jackson SMH﻿,0
Mix - PSY - GANGNAM STYLE (강남스타일) M/V: PSY - GANGNAM STYLE (강남스타일) M/V﻿,0
subscribe please ﻿,1
katy is mine the girl of my dreams ♥﻿,0
check out fantasy music    right here -------&gt; the1fantasy  good music man.,1
"Hey Youtubers and All Music lover&#39;s, Guess most of you all skip these comments, but for you who is still reading this, thanks ! I dont have any money for advertisiments, no chance of getting heard, nothing. All that&#39;s left is spam, sorry. Im 17, Rapper/Singer from Estonia. Please listen my new cover on my account. You wont regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence ",1
"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",0
Get free gift cards and pay pal money!﻿,1
"This is the best, funny and viral video of history (youtube) THE TRUE﻿",0
You think you're smart?        Headbutt your face.﻿,0
Charlie from LOST?﻿,0
**** you Eminem﻿,0
Like this comment if you are watching on a phone﻿,1
"Rihana, Love Me. :(﻿",0
"Subscribe me, I will? subscribe you back!!!",1
https://www.tsu.co/ToMeks Go register ;) free money;)﻿,1
Amazing song﻿,0
View 851.247.920<br /><br /> Best youtube Video<br />If Subscribe to My Channel please!<br />Thank you! &lt;3<br /><br />Melhor Vídeo do youtube<br />Se Inscreva no Meu canal por favor!<br />Obrigado! &lt;3<br /><br />Mejor Video youtube<br />Si suscriba a mi canal por favor!<br />Gracias! &lt;3<br /><br />Meilleur vidéo youtube<br />Si vous abonner à Ma Chaîne se il vous plaît!<br />Merci! &lt;3﻿,1
subscribe to my channel who can,1
DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0
Wanderfol is love or miusic﻿,0
Check out this video on YouTube:﻿,1
Anybody else here in 2015?﻿,0
Way was their a guy warring a robot head.﻿,0
is it bad that my realtionship is just like this lol﻿,0
https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,1
Cool﻿,0
"Love these guys, love the song!﻿",0
check out my new EM cover video trailer,1
Hey everyone. Watch this trailer!!!!!!!!  http://believemefilm.com?hlr=h2hQBUVB﻿,1
Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1
BR﻿,0
I'm here to check the views.. holy shit﻿,0
#1 song in world even in 2015﻿,0
if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,1
everyone come and check out the new GTA 5 Gameplay right Here : /watch?v=6_H0m5sAYho,1
SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿,1
"Check out: My Hood Doh, by Flixter Nossnevs﻿",1
i love this song﻿,0
Nice song ^_^,0
Wow I love it ﻿,0
5 years and i still dont get the music video help someone?﻿,0
 <br />Please help me get 100 subscribers by the end of the night. Thx﻿,1
Put famous people in the jungle for an hour and look what happens.﻿,0
Check out this video on YouTube:﻿,1
You best singer﻿,0
Check out my channel for funny skits! Thanks!,1
Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,1
Check out this video on YouTube:﻿,1
"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",1
NICE :3﻿,0
check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,1
WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,0
http://vimeo.com/106865403﻿,1
2 billion....Coming soon﻿,0
Check out this video on YouTube:﻿,1
Whose who are watching this in 2015.  LIKE!﻿,0
Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),1
*****PLEASE READ*****  Hey everyone! I&#39;m a 19 year old student  who loves to sing.  I record and upload covers on my channel. I would love if you could check them out.  Just give me a chance. You don&#39;t have to thumbs up or subscribe (But you can if you like what your hear)  Just listen. I&#39;d really appreciate.  ~THANK YOU for your time. ~,1
Check my channel please! And listen to the best music ever :P﻿,1
Hey guys please just spent one minute for me:) im a singer from srilanka and im 18 year&#39;s old! SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream:)! I really know you&#39;d helped me who read this comment he/she can just understand my feeling ! Thanks guys lv u really much more! SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK U !,1
Check out my YouTube channel I can rap﻿,1
OMG LOVE THIS!,0
Look and shares my video please :D,1
Hey guys subscribe to my chanel and i will subscribe back and like all your vids :)<br /><br />﻿,1
WOW VERY NICE CONGRASULATION I LIVE SO MUCH http://en.prothom-alo.com/sport/news/53331/Zimbabwe-A-team-due-in-Dhaka-Wednesday ﻿,1
super rihanna﻿,0
WOW muslims are really egoistic..... 23% of the World population and not in this video or donating 1 dollar to the poor ones in Africa :( shame on those terrorist muslims,1
For Christmas Song visit my channel! ;)﻿,1
Love the way you lie II is nicer in my opinion. :D﻿,0
Wow;)﻿,0
I like shakira..﻿,0
hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,1
Lol I love this song﻿,0
wow,0
eminem new song check out my videos,1
I love﻿,0
me shaking my sexy ass on my channel enjoy ^_^ ﻿,1
Let get this video to one billion views﻿,0
if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1
Check out this video on YouTube:﻿,1
"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",1
Check out this video on YouTube:﻿,1
http://thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection﻿,1
i was born in the wrong generation﻿,0
:)﻿,0
